198470.0,1210000.0,15125.6,9880000.0,-8.566080205797233
6350.0,985580.0,15269.51,9980000.0,-9.599014079654555
32300.0,1060000.0,13736.62,8980000.0,1.403515319950377
197210.0,1160000.0,15380.38,10050000.0,-10.394798796453664
10900.0,1060000.0,15108.01,9870000.0,-8.439825554687852
220760.0,1190000.0,14736.34,9630000.0,-5.772112866920853
197650.0,1170000.0,15140.82,9890000.0,-8.675323855023187
197790.0,1040000.0,15097.38,9860000.0,-8.363527263539883
199540.0,1110000.0,15127.06,9880000.0,-8.576559557168451
6090.0,998020.0,15256.83,9970000.0,-9.508001630759333
5910.0,1040000.0,15249.27,9960000.0,-9.453738688042623
195420.0,1180000.0,15445.64,10090000.0,-10.863211447471176
5540.0,1060000.0,15239.76,9960000.0,-9.385479351371217
6020.0,1050000.0,15432.47,10080000.0,-10.768681955992454
206830.0,1180000.0,15065.15,9840000.0,-8.132191993201342
6670.0,1030000.0,15351.55,10030000.0,-10.187867495061775
193810.0,1170000.0,15344.05,10020000.0,-10.134035210620596
195650.0,1150000.0,15121.92,9880000.0,-8.539666498231435
191960.0,1110000.0,15349.57,10030000.0,-10.173655771969315
6030.0,1070000.0,15333.46,10020000.0,-10.058024024989653
202280.0,1180000.0,14974.18,9780000.0,-7.479242271119491
18620.0,1080000.0,14361.49,9380000.0,-3.0815752905507754
5740.0,999620.0,15413.11,10070000.0,-10.629722885754989
10400.0,899540.0,15360.15,10040000.0,-10.249595181220993
10800.0,1030000.0,15093.61,9860000.0,-8.336467568560813
6740.0,1030000.0,15231.89,9950000.0,-9.328991340897597
201490.0,1180000.0,14959.44,9770000.0,-7.373443888097753
9990.0,1040000.0,15345.03,10030000.0,-10.141069295787597
6170.0,1030000.0,15392.95,10060000.0,-10.48502170517709
199100.0,1220000.0,15119.05,9880000.0,-8.519066677385268
198760.0,1080000.0,15412.27,10070000.0,-10.623693669897571
33640.0,957430.0,14758.98,9640000.0,-5.934614589553955
6420.0,1040000.0,15266.4,9970000.0,-9.576691625706268
11880.0,1060000.0,15308.76,10000000.0,-9.880736368230059
192600.0,1170000.0,15180.06,9920000.0,-8.956974367219427
199840.0,1100000.0,15081.75,9850000.0,-8.251340782764483
5580.0,1030000.0,15343.55,10020000.0,-10.130446391657856
194960.0,1160000.0,15335.02,10020000.0,-10.069221140153427
201410.0,1090000.0,15105.28,9870000.0,-8.420230603151268
193510.0,1160000.0,15434.0,10080000.0,-10.779663742018464
5970.0,1090000.0,15467.02,10100000.0,-11.016669346318153
198550.0,1090000.0,15290.16,9990000.0,-9.747232302815934
